"﻿""URL""",histogramsData/Fr/0,histogramsData/Fr/1,histogramsData/Fr/10,histogramsData/Fr/11,histogramsData/Fr/12,histogramsData/Fr/13,histogramsData/Fr/14,histogramsData/Fr/15,histogramsData/Fr/16,histogramsData/Fr/17,histogramsData/Fr/18,histogramsData/Fr/2,histogramsData/Fr/3,histogramsData/Fr/4,histogramsData/Fr/5,histogramsData/Fr/6,histogramsData/Fr/7,histogramsData/Fr/8,histogramsData/Fr/9,histogramsData/Mo/0,histogramsData/Mo/1,histogramsData/Mo/10,histogramsData/Mo/11,histogramsData/Mo/12,histogramsData/Mo/13,histogramsData/Mo/14,histogramsData/Mo/15,histogramsData/Mo/16,histogramsData/Mo/17,histogramsData/Mo/18,histogramsData/Mo/19,histogramsData/Mo/2,histogramsData/Mo/3,histogramsData/Mo/4,histogramsData/Mo/5,histogramsData/Mo/6,histogramsData/Mo/7,histogramsData/Mo/8,histogramsData/Mo/9,histogramsData/Sa/0,histogramsData/Sa/1,histogramsData/Sa/10,histogramsData/Sa/11,histogramsData/Sa/12,histogramsData/Sa/13,histogramsData/Sa/14,histogramsData/Sa/15,histogramsData/Sa/16,histogramsData/Sa/17,histogramsData/Sa/2,histogramsData/Sa/3,histogramsData/Sa/4,histogramsData/Sa/5,histogramsData/Sa/6,histogramsData/Sa/7,histogramsData/Sa/8,histogramsData/Sa/9,histogramsData/Su/0,histogramsData/Su/1,histogramsData/Su/10,histogramsData/Su/11,histogramsData/Su/12,histogramsData/Su/13,histogramsData/Su/14,histogramsData/Su/15,histogramsData/Su/16,histogramsData/Su/17,histogramsData/Su/2,histogramsData/Su/3,histogramsData/Su/4,histogramsData/Su/5,histogramsData/Su/6,histogramsData/Su/7,histogramsData/Su/8,histogramsData/Su/9,histogramsData/Th/0,histogramsData/Th/1,histogramsData/Th/10,histogramsData/Th/11,histogramsData/Th/12,histogramsData/Th/13,histogramsData/Th/14,histogramsData/Th/15,histogramsData/Th/16,histogramsData/Th/17,histogramsData/Th/18,histogramsData/Th/19,histogramsData/Th/2,histogramsData/Th/3,histogramsData/Th/4,histogramsData/Th/5,histogramsData/Th/6,histogramsData/Th/7,histogramsData/Th/8,histogramsData/Th/9,histogramsData/Tu/0,histogramsData/Tu/1,histogramsData/Tu/10,histogramsData/Tu/11,histogramsData/Tu/12,histogramsData/Tu/13,histogramsData/Tu/14,histogramsData/Tu/15,histogramsData/Tu/16,histogramsData/Tu/17,histogramsData/Tu/18,histogramsData/Tu/19,histogramsData/Tu/2,histogramsData/Tu/3,histogramsData/Tu/4,histogramsData/Tu/5,histogramsData/Tu/6,histogramsData/Tu/7,histogramsData/Tu/8,histogramsData/Tu/9,histogramsData/We/0,histogramsData/We/1,histogramsData/We/10,histogramsData/We/11,histogramsData/We/12,histogramsData/We/13,histogramsData/We/14,histogramsData/We/15,histogramsData/We/16,histogramsData/We/17,histogramsData/We/18,histogramsData/We/19,histogramsData/We/2,histogramsData/We/3,histogramsData/We/4,histogramsData/We/5,histogramsData/We/6,histogramsData/We/7,histogramsData/We/8,histogramsData/We/9,placeName
,Fr/0,Fr/1,Fr/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.com/search?q=nysc+7118+3rd+ave,0,5,17,17,34,50,41,24,27,27,,11,20,31,41,46,44,37,26,0,9,24,23,32,48,65,73,65,48,28,,38,26,17,26,34,38,36,30,0,0,22,21,22,14,0,0,0,0,34,56,60,48,38,38,36,29,0,0,17,27,35,23,0,0,0,0,22,41,51,47,41,36,30,21,0,2,20,17,23,35,48,54,50,40,26,,15,35,32,31,39,43,38,29,0,7,26,23,29,44,64,75,70,50,29,,12,21,31,41,47,48,44,35,0,16,21,17,24,41,60,69,62,43,24,,36,24,24,34,43,45,39,30,New York Sports Clubs
https://www.google.com/search?q=nysc+bay+ridge+86th+street,0,9,32,40,44,43,35,23,14,6,,15,23,28,32,30,28,25,27,0,13,31,37,47,59,62,56,42,26,,,27,23,19,26,32,35,33,30,0,0,37,32,23,14,0,0,0,0,9,22,41,56,59,51,43,39,0,0,39,38,37,23,0,0,0,0,14,31,45,47,38,32,38,42,0,7,22,38,56,70,72,61,42,23,,,9,8,16,28,34,29,20,16,0,10,21,33,51,68,75,68,51,32,,,17,23,29,32,29,25,20,18,0,9,32,45,60,69,68,57,42,25,,,15,22,27,27,27,23,21,23,New York Sports Clubs
https://www.google.com/search?q=nysc+brooklyn+belt,0,6,26,43,59,53,41,47,50,33,,13,23,36,47,51,48,38,27,0,2,47,45,43,44,53,63,64,50,30,,7,14,25,35,44,50,50,50,0,5,38,42,46,40,25,0,0,0,16,33,50,56,50,44,41,39,0,3,33,30,40,50,37,0,0,0,13,32,52,57,46,34,33,35,0,4,38,42,45,47,50,62,74,67,40,,9,17,28,38,44,45,41,38,0,7,50,56,56,53,58,71,75,57,30,,14,22,31,37,40,40,39,43,0,9,44,43,41,41,48,60,67,58,38,,17,24,30,32,33,34,38,42,New York Sports Clubs
https://www.google.com/search?q=nysc+brooklyn+heights,0,8,28,26,29,35,38,30,16,0,,17,20,15,13,17,23,28,30,0,5,23,24,35,57,75,70,46,20,,,11,20,26,27,25,24,24,24,0,12,27,29,26,17,0,0,0,0,21,32,44,51,51,45,35,28,0,11,27,36,34,17,0,0,0,0,21,32,39,43,45,41,32,24,0,2,21,19,25,41,56,57,44,25,,,15,32,25,13,16,24,28,27,0,8,23,28,42,61,71,62,39,19,,,13,17,23,29,31,31,29,25,0,6,12,13,24,43,63,69,56,33,,,27,21,12,17,21,22,20,16,New York Sports Clubs
https://www.google.com/search?q=nysc+96+boerum,0,10,25,28,38,49,53,44,29,14,,15,22,29,34,37,35,32,27,0,7,22,25,35,49,60,59,47,29,14,,11,17,23,29,31,31,28,24,0,0,39,30,20,11,0,0,0,0,23,38,45,44,41,42,45,45,0,0,38,42,38,24,0,0,0,0,15,29,45,55,53,42,32,32,0,11,17,21,35,52,66,67,54,35,17,,19,21,21,24,27,27,23,19,0,5,27,28,39,57,74,75,59,35,16,,9,14,23,29,35,38,36,32,0,5,19,19,26,39,54,62,57,41,24,,15,25,25,23,24,26,25,22,New York Sports Clubs
https://www.google.com/search?q=nysc+forest+hills,0,8,25,25,29,33,36,35,29,21,,14,19,25,29,32,32,30,27,0,3,25,24,30,42,52,54,46,32,17,,7,14,22,30,38,40,37,31,0,18,30,26,27,29,20,0,0,0,34,48,52,46,36,33,36,36,0,17,32,35,34,26,18,0,0,0,30,41,46,41,30,23,21,26,0,4,16,14,20,36,56,64,53,31,13,,11,19,26,28,27,26,24,20,0,4,18,26,40,53,61,63,57,40,20,,9,17,26,32,33,29,22,17,0,8,18,18,27,45,67,75,60,36,15,,12,18,24,28,30,30,27,22,New York Sports Club
https://www.google.com/search?q=nysc+glendale+the+shops+at+atlas+park,0,2,16,21,28,30,29,32,32,23,,8,17,30,41,43,37,26,17,0,8,27,41,57,66,62,47,29,14,,,11,23,35,43,44,38,28,23,0,0,26,23,17,10,0,0,0,0,20,43,57,52,35,25,25,27,0,0,27,29,29,21,0,0,0,0,14,52,75,49,24,24,29,29,0,11,23,32,45,54,55,47,33,20,,,20,30,38,41,38,31,23,20,0,12,26,40,56,67,66,53,35,18,,,19,26,32,34,32,27,22,20,0,8,25,30,37,46,54,51,38,21,,,17,27,34,34,28,21,18,21,New York Sports Clubs
https://www.google.com/search?q=nysc+200+park+avenue,0,1,26,30,39,53,65,65,53,32,16,17,74,59,11,9,14,21,25,0,2,18,22,32,50,63,62,46,25,11,,13,35,38,20,13,14,17,18,0,0,0,0,0,0,0,0,0,0,5,11,13,16,14,11,6,0,,,,,,,,,,,,,,,,,,,0,2,27,32,46,63,74,69,53,32,17,,13,32,39,29,18,22,30,32,0,11,39,51,58,59,53,44,32,22,13,,29,50,53,34,17,13,18,27,0,0,21,24,35,54,72,75,58,33,15,,23,37,30,15,11,15,19,21,New York Sports Clubs
https://www.google.com/search?q=nysc+greenpoint,0,7,17,13,14,19,28,32,28,18,,16,24,28,27,26,26,26,22,0,4,20,18,26,43,64,72,60,35,15,,8,12,18,23,27,29,28,24,0,0,32,27,18,11,0,0,0,0,27,45,56,53,43,33,32,33,0,0,23,24,19,11,0,0,0,0,8,22,39,49,49,41,29,22,0,11,18,22,29,37,44,43,35,23,12,,21,27,27,21,15,12,13,16,0,11,16,17,29,53,74,75,53,27,9,,36,54,38,17,15,19,21,19,0,8,10,13,23,38,51,54,46,32,18,,47,27,18,23,26,23,17,12,New York Sports Clubs
https://www.google.com/search?q=nysc+irving+15th,0,6,15,15,23,35,44,42,30,17,,19,39,55,54,41,28,21,17,0,8,29,26,26,32,44,53,56,47,34,,22,40,50,45,34,28,28,29,0,3,25,28,30,27,19,0,0,0,14,30,44,45,38,31,28,25,0,5,33,32,32,26,14,0,0,0,11,18,23,23,23,26,34,37,0,14,17,19,28,41,50,49,36,21,10,,30,47,57,51,35,20,14,16,0,14,32,35,39,47,56,62,59,45,28,,39,69,71,46,26,22,26,29,0,9,24,24,24,30,39,47,48,41,28,,28,60,75,54,32,25,25,25,New York Sports Clubs
https://www.google.com/search?q=nysc+mercer+street,0,1,32,25,29,45,58,53,34,16,,7,19,30,28,17,15,25,35,0,6,31,21,27,43,58,65,58,42,25,,8,11,12,13,13,18,33,41,0,5,28,28,29,27,20,11,0,0,8,16,23,31,37,38,36,32,0,2,20,26,29,22,0,0,0,0,5,11,19,26,29,27,22,17,0,5,17,18,26,41,55,54,39,24,28,,8,12,17,21,24,25,23,20,0,10,28,15,18,39,65,75,60,34,14,,17,20,17,11,7,11,27,38,0,3,34,30,34,49,64,68,57,39,21,,9,16,20,19,15,15,24,33,New York Sports Clubs
https://www.google.com/search?q=nysc+midwood,0,9,28,32,35,36,40,44,40,26,,17,26,36,43,43,38,32,27,0,9,26,27,37,50,62,65,59,45,30,,18,21,30,44,53,53,45,33,0,0,29,23,23,32,38,32,16,0,17,41,66,73,57,38,32,32,0,10,44,53,50,32,0,0,0,0,22,41,61,75,75,62,45,38,0,8,28,35,40,41,47,60,69,56,28,,15,25,33,38,36,30,25,24,0,11,23,21,25,38,58,73,73,58,35,,17,23,30,35,36,36,33,28,0,4,24,24,34,51,66,71,63,45,27,,9,19,31,45,53,53,45,33,New York Sports Clubs
https://www.google.com/search?q=nysc+1601+bronxdale,0,5,41,53,56,46,42,48,41,20,,12,23,35,47,53,51,43,37,0,5,49,51,59,69,75,70,56,38,21,,10,18,29,40,49,55,55,52,0,0,33,32,33,28,13,0,0,0,22,45,65,63,46,31,29,33,0,0,34,23,0,0,0,0,0,0,9,23,38,43,34,25,27,35,0,5,46,48,50,55,63,66,57,38,20,,11,22,34,42,46,44,42,43,0,7,51,53,56,65,73,72,59,39,21,,14,24,35,41,44,44,46,49,0,4,50,52,56,57,57,54,48,36,20,,11,22,36,51,61,63,58,52,New York Sports Clubs
https://www.google.com/search?q=nysc+park+slope,0,4,25,31,41,48,47,39,26,15,,17,23,15,17,29,38,36,29,0,6,28,33,42,50,54,52,44,32,20,,17,20,14,17,25,30,31,29,0,9,35,38,35,25,15,0,0,0,20,35,48,50,44,32,27,29,0,5,37,38,36,29,20,0,0,0,11,21,32,40,42,39,36,35,0,8,21,27,38,47,53,50,40,28,17,,19,24,23,26,31,32,27,22,0,7,21,25,39,59,75,73,54,30,13,,12,17,23,29,31,31,28,24,0,12,26,33,45,59,67,63,50,33,18,,20,24,20,19,24,29,30,27,New York Sports Clubs
https://www.google.com/search?q=nysc+rego+park,0,8,49,47,41,33,35,51,53,29,,17,26,33,36,36,36,40,45,0,14,53,45,38,38,45,53,53,41,25,,22,22,20,26,35,47,54,56,0,5,36,34,32,25,15,0,0,0,18,39,57,56,45,38,39,39,0,14,32,29,29,26,17,0,0,0,30,47,56,52,42,36,35,35,0,16,41,36,35,41,51,59,55,39,21,,32,30,23,26,35,41,45,45,0,14,39,36,39,50,61,64,55,38,21,,38,41,27,26,35,42,46,44,0,6,49,42,37,41,57,75,74,52,25,,13,18,20,23,30,40,48,51,New York Sports Clubs
https://www.google.com/search?q=nysc+staten+island,0,7,32,38,44,46,44,44,37,19,,16,29,44,56,59,54,43,34,0,8,26,26,32,43,51,52,44,32,20,,16,29,44,56,62,58,46,34,0,25,29,41,29,0,0,0,0,0,47,64,64,51,41,42,45,39,0,14,31,27,19,0,0,0,0,0,30,51,66,68,56,41,32,30,0,8,27,29,35,44,47,46,38,27,16,,14,23,34,43,47,45,39,32,0,9,31,34,41,51,59,62,56,44,29,,14,20,26,31,34,35,34,32,0,8,27,24,32,51,71,75,57,31,12,,14,23,33,42,48,48,44,36,New York Sports Clubs
https://www.google.com/search?q=nysc+sunnyside,0,9,44,41,44,55,63,55,34,0,,20,32,37,35,33,37,41,44,0,15,26,31,42,54,59,53,38,22,,,24,24,26,34,40,41,37,30,0,0,35,37,24,0,0,0,0,0,17,41,59,61,51,41,33,30,0,0,25,28,18,0,0,0,0,0,10,26,46,53,47,39,32,26,0,12,26,35,51,64,65,53,35,18,,,20,27,34,38,38,34,29,24,0,16,25,27,42,63,75,67,44,22,,,29,41,44,41,38,37,35,29,0,12,24,33,50,66,73,66,49,30,,,20,30,39,44,43,37,29,23,New York Sports Clubs
https://www.google.com/search?q=nysc+varick+street,0,8,23,35,56,69,52,25,0,0,,11,13,15,17,19,20,20,20,0,6,32,47,67,75,62,39,25,0,,,13,19,18,14,15,17,21,25,0,0,13,8,0,0,0,0,0,0,0,8,13,18,23,24,23,19,0,0,31,21,0,0,0,0,0,0,0,15,24,24,17,13,20,29,0,11,24,35,45,49,45,33,21,0,,,18,24,26,28,25,20,16,17,0,12,32,43,52,56,53,46,35,0,,,26,35,32,19,15,26,33,31,0,15,12,25,41,52,51,38,22,0,,,25,34,39,37,29,19,12,9,New York Sports Clubs
https://www.google.com/search?q=nysc+whitestone,0,9,28,36,44,45,40,32,37,40,,19,32,44,51,48,39,29,25,0,5,39,41,41,41,47,58,60,45,23,,13,25,39,50,53,50,43,38,0,14,36,37,32,26,17,11,0,0,30,50,61,55,41,30,29,32,0,17,28,23,30,38,23,5,0,0,31,44,47,41,32,29,32,32,0,11,28,32,39,46,47,44,44,42,23,,17,26,35,41,43,40,35,29,0,9,28,28,35,49,65,75,70,53,32,,14,22,30,38,42,42,39,33,0,8,22,25,35,48,57,58,51,37,23,,23,38,41,42,44,42,35,27,New York Sports Clubs
